Depth	TVD	ROP	WOB	RPM   Torque    SPP	GPM   Temp IN Temp Out				
1488	1486.54	16.15	8.66	108	6	1019	581	96	98
1489	1487.54	20.12	5.46	108	5	1017	581	96	98
1490	1488.54	18.53	8.24	108	6	1018	581	96	98
1491	1490.9	11	7.26	108	8	1015	581	96	98
1492	1491.9	10.59	7.67	86	6	1041	581	96	98
1493	1492.9	12	2.8	100	7	1100	599	96	98
1494	1493.9	13	6.35	109	7	1127	601	96	98
1495	1494.9	13.77	2.95	109	6	1129	601	96	98
1496	1495.9	15	1.7	109	6	1140	601	96	98
1497	1496.9	18.99	2.08	108	5	1129	601	96	98
1498	1497.9	17	10.35	108	8	1069	601	96	98
1499	1498.9	18	10.07	108	8	1070	601	96	98
1500	1499.9	17	10.63	109	7	1077	601	96	98
1501	1500.9	16.52	6.76	108	6	1106	601	96	98
1502	1501.9	15	3.99	108	4	1083	601	96	98
1503	1502.9	17.81	4.69	108	5	1012	601	96	98
1504	1503.9	20	5.01	108	5	1012	601	96	98
1505	1504.9	20.85	13.17	108	6	1165	654	96	98
1506	1505.9	18	19.33	108	7	1382	724	96	98
1507	1506.9	17.63	22.69	108	7	1426	740	96	98
1508	1507.9	16.84	27	109	8	1420	740	96	98
1509	1508.9	17.34	27	109	8	1420	740	96	98
1510	1509.9	17.69	27	109	8	1420	740	96	98
1511	1510.9	18.42	25.13	113	7	1476	750	96	98
1512	1511.9	19.86	14.9	129	6	1693	790	96	98
1513	1512.9	16	17.67	128	6	1699	790	96	98
1514	1513.9	15.54	17.5	128	6	1708	790	96	98
1515	1514.9	14	20.15	126	7	1704	790	96	98
1516	1515.9	13.27	16.26	126	7	1698	790	96	98
1517	1516.9	12.75	15.83	125	8	1707	790	96	98
1518	1517.9	14.63	23.49	125	8	1711	790	96	98
1519	1518.9	13	18.23	126	7	1711	790	96	98
1520	1519.9	13	23.5	127	7	1717	790	96	98
1521	1520.9	14	19.26	129	6	1739	790	96	98
1522	1521.9	12	14.67	129	5	1755	790	96	97
1523	1522.9	13	12.25	130	5	1746	790	96	98
1524	1523.9	14	14.91	130	6	1740	790	95	97
1525	1524.9	15.95	20.93	130	7	1735	790	95	97
1526	1525.9	16.42	20.49	130	7	1729	790	95	97
1527	1526.9	15	16.75	130	7	1734	790	96	98
1528	1527.9	17.54	11.63	130	5	1747	790	95	97
1529	1528.9	19	13.21	130	5	1752	790	96	98
1530	1529.9	22	11.56	130	5	1752	790	96	98
1531	1530.9	20.4	10.31	130	6	1749	790	96	98
1532	1531.9	22.97	10.24	130	5	1750	790	96	98
1533	1532.9	20.33	7.82	130	5	1750	790	96	98
1534	1533.9	23.13	9.84	130	5	1754	790	96	98
1535	1534.9	21.52	10.86	130	5	1760	790	96	98
1536	1535.9	19.55	10.05	129	6	1760	789	96	98
1537	1536.9	20.71	8.71	130	11	1763	790	96	98
1538	1537.9	20.38	7.07	130	7	1770	790	96	98
1539	1538.9	19.24	7.52	130	8	1770	790	96	98
1540	1539.9	19.26	10.16	130	6	1778	790	96	98
1541	1540.9	18.01	9.35	128	8	1786	790	96	98
1542	1541.9	20.14	12.74	129	7	1785	790	96	98
1543	1542.9	22	11.5	130	7	1787	790	96	98
1544	1543.9	22.38	8.76	130	8	1790	790	96	97
1545	1544.9	23	8.18	130	7	1790	790	96	98
1546	1545.9	25	8.74	130	7	1793	790	96	98
1547	1546.9	26	10.43	130	6	1797	789	96	98
1548	1547.9	27.1	7.98	130	8	1799	790	96	97
1549	1548.9	23	11.73	130	10	1801	790	96	98
1550	1549.9	24.87	7.21	130	8	1881	790	96	98
1551	1550.9	22.54	2.67	131	6	1954	788	96	98
1552	1551.9	18.88	9.89	130	6	1903	787	96	98
1553	1552.9	18.02	15.78	130	6	1899	787	96	98
1554	1553.9	20.46	15.29	130	7	1897	787	96	98
1555	1554.9	17.9	14.54	130	7	1898	787	96	98
1556	1555.9	17.32	18.33	130	7	1910	787	96	98
1557	1556.9	17.19	18.29	130	7	1909	787	96	98
1558	1557.9	15.17	17.81	130	7	1910	787	96	98
1559	1558.9	14.91	17.68	130	6	1880	787	96	98
1560	1559.9	3.94	7.38	131	2	654	314	96	98
1561	1560.9	18.99	21.11	130	7	1594	787	96	98
1562	1561.9	17.19	20.62	130	7	1595	787	96	98
1563	1562.9	15.12	21.96	130	8	1622	787	96	98
1564	1563.9	14.6	20.7	131	7	1650	787	96	98
1565	1564.9	17.79	17.37	130	7	1658	787	96	98
1566	1565.9	16.26	19.16	130	7	1698	787	96	98
1567	1566.9	18.92	18.75	130	7	1731	787	96	98
1568	1567.9	15.99	18.96	130	8	1762	787	96	98
1569	1568.9	19.69	21.41	130	8	1791	787	96	98
1570	1569.9	18.22	19.65	130	8	1785	787	96	98
1571	1570.9	19.13	19.71	130	7	1797	787	96	98
1572	1571.9	19.24	18.74	130	7	1815	787	96	98
1573	1572.9	18.66	22.13	130	8	1843	787	96	98
1574	1573.9	17.31	19.33	130	8	1883	787	96	98
1575	1574.9	14.3	20.12	130	6	1903	787	96	98
1576	1575.9	14.02	18.96	130	6	1916	787	96	98
1577	1576.9	13.94	20.55	130	6	1926	787	96	98
1578	1577.9	20.28	5.21	118	3	1711	708	96	98
1579	1578.9	24.7	13.68	130	6	1881	787	96	98
1580	1579.9	17.44	18.16	130	6	1831	787	96	98
1581	1580.9	17.24	17.22	130	6	1791	787	96	98
1582	1581.9	12.61	15.57	130	6	1847	787	96	98
1583	1582.9	17.22	14.99	130	6	1855	787	96	98
1584	1583.9	15.34	19.07	130	6	1854	787	96	98
1585	1584.9	16.43	19.28	130	7	1862	787	96	98
1586	1585.9	15.76	17.28	130	7	1852	787	96	98
1587	1586.9	15.46	16.2	130	7	1898	787	96	98
1588	1587.9	13.75	17.01	130	6	1936	787	96	98
1589	1588.9	14.21	17.04	130	7	1935	787	96	98
1590	1589.9	12.3	17.69	130	6	1952	787	96	98
1591	1590.9	13.78	16.74	130	6	1968	787	96	98
1592	1591.9	14.2	20.78	130	6	1994	787	96	98
1593	1592.9	13.85	16.1	130	7	1976	787	96	98
1594	1593.9	11.33	18.96	130	6	1941	787	96	98
1595	1594.9	14.86	17.26	130	6	1936	787	96	98
1596	1595.9	16.8	17.23	131	7	1917	787	96	98
1597	1596.9	16.56	15.78	130	7	1924	787	96	98
1598	1597.9	16.55	16.35	131	7	1935	787	96	98
1599	1597.9	16.8	20.29	131	7	1941	787	96	98
1600	1597.9	13.84	20.96	131	7	1929	787	96	98
1601	1600.9	15.61	23.23	130	8	1935	787	96	98
1602	1601.9	15.25	21.88	130	7	1935	787	96	98
1603	1602.9	13.97	19.89	130	7	1962	787	96	98
1604	1603.9	13.93	18.02	131	7	1963	787	96	98
1605	1604.9	2.35	4.93	131	7	1936	789	96	98
1606	1605.9	2.35	8.36	130	7	1945	769	96	98
1607	1606.9	2.35	9.36	130	7	1968	726	96	98
1608	1607.9	2.35	8.36	130	7	1956	763	96	98
1609	1608.9	13.27	2.98	130	7	1025	759	96	98
1610	1609.9	13.2	6.36	130	7	1236	745	96	98
1611	1610.9	27.94	11.42	132	6	2065	793	96	98
1612	1611.9	25.74	14.35	131	6	2053	793	96	98
1613	1612.9	19.57	14.98	131	7	2038	791	96	98
1614	1613.9	20.68	16.48	130	8	1940	790	96	98
1615	1614.9	21.18	17.11	130	7	1922	790	96	98
1616	1615.9	21.36	15.53	130	7	1918	790	96	98
1617	1616.9	21.27	21.4	130	8	1965	790	96	98
1618	1617.9	21.6	17.78	130	8	1997	790	96	98
1619	1618.9	21.59	20.21	130	8	1996	790	96	98
1620	1619.9	21.04	14.33	130	7	2013	790	96	98
1621	1620.9	17.94	17.44	130	7	2012	790	97	99
1622	1621.9	25.17	11.89	131	5	2032	790	97	99
1623	1622.9	15.88	15.82	130	6	2041	790	97	99
1624	1623.9	18.17	18.2	130	7	2025	790	97	99
1625	1624.9	13.62	18.67	130	7	2007	790	97	99
1626	1625.9	12.34	19.7	130	7	2008	790	97	99
1627	1626.9	13.57	19.68	130	7	1994	790	98	99
1628	1627.9	14.06	23.96	130	7	1997	790	98	99
1629	1628.9	12.47	22.36	130	7	2003	790	98	99
1630	1629.9	14.34	21.79	131	8	2036	790	98	100
1631	1630.9	13.77	20.39	131	7	1996	790	98	100
1632	1631.9	13.74	17.95	131	7	1994	790	98	100
1633	1632.9	14.96	18.19	132	7	2023	790	99	100
1634	1633.9	15.75	17.92	132	7	2028	790	99	102
1635	1634.9	12.96	18.15	132	7	2029	790	99	102
1636	1635.9	16.79	19.11	132	7	2031	790	99	102
1637	1636.9	15.2	15.08	132	7	2031	500	80	82
1638	1637.9	12.42	14.08	131	7	1890	450	81	85
1639	1638.9	12.36	15.23	12	7	2150	450	82	85
1640	1639.9	13.52	0.49	80	3	1156	369	101	102
1641	1640.9	20.08	4.29	81	3	1963	364	101	102
1642	1641.9	9.05	8.36	84	5	2178	687	101	102
1643	1642.9	21.16	10.31	82	6	2210	692	101	102
1644	1643.9	21.86	9.39	84	5	2273	683	101	102
1645	1644.9	56.31	11.22	82	6	2153	661	101	102
1646	1645.9	53.63	9.66	74	5	1785	576	101	102
1647	1646.9	33.49	13.44	82	8	1967	642	101	102
1648	1647.8	31.77	10.29	82	7	1960	640	101	102
1649	1648.8	29.79	10.72	82	7	1966	641	101	102
1650	1649.8	30.04	12.68	96	8	1978	642	101	102
1651	1650.8	31.51	8.41	121	7	2006	642	101	102
1652	1651.8	19.77	8.3	123	9	2012	642	101	102
1653	1652.8	19.62	10.53	122	5	2010	642	101	102
1654	1653.8	17.72	9.18	123	10	2010	642	101	102
1655	1654.8	24.33	7.76	124	4	2016	642	101	102
1656	1655.8	20.42	7.7	123	5	2010	642	101	102
1657	1656.8	21.49	9.55	122	8	2014	642	101	102
1658	1657.8	56.28	11.33	86	18	2046	642	101	102
1659	1658.8	96.01	9.34	71	41	2074	644	101	102
1660	1659.8	46.72	9.12	87	10	2103	661	101	102
1661	1660.8	35.87	6.98	113	7	2717	785	101	102
1662	1660.8	57.83	9.94	115	9	2786	799	101	102
1663	1660.8	27.86	8.43	118	7	2798	799	101	102
1664	1661.6	36.16	5.99	117	7	2800	800	101	102
1665	1661.8	42.24	8.95	116	8	2800	799	101	109
1666	1662.76	33.94	6.97	117	7	2805	799	101	109
1667	1663.71	18.43	6.89	119	6	2803	799	101	109
1668	1664.67	16.15	5.9	120	5	2813	799	101	109
1669	1665.62	77.19	4.32	104	3	2599	724	101	109
1670	1666.58	90.98	5.44	103	4	2521	719	101	109
1671	1667.53	16.55	5.02	113	5	2786	800	101	109
1672	1668.49	17.13	3.38	113	5	2780	798	101	109
1673	1669.44	15.65	6.15	113	5	2780	799	101	109
1674	1670.4	13.54	4.99	114	5	2772	800	101	112
1675	1671.36	14.55	4.37	113	5	2780	800	101	112
1676	1672.31	17.24	3.99	113	5	2773	799	101	112
1677	1673.27	13.5	5.72	114	5	2770	799	101	112
1678	1674.22	18.73	7.73	120	5	2932	801	101	112
1679	1675.18	21.27	7.69	121	6	2948	802	101	112
1680	1676.13	21.73	8.38	121	6	2943	802	101	112
1681	1677.09	19.18	7.12	121	5	2943	802	101	112
1682	1678.04	18.33	6.72	121	6	2875	800	101	115
1683	1679	15.07	4.6	123	4	2851	800	101	115
1684	1679.95	15.15	3.74	110	5	2859	800	101	115
1685	1680.91	19.63	6.51	121	6	2886	800	101	115
1686	1681.86	31.48	8.1	119	7	2884	800	101	115
1687	1682.82	24.68	6.65	119	7	3158	853	101	115
1688	1683.77	19.93	6.53	120	6	3198	856	101	115
1689	1684.73	20.1	5.45	121	5	3195	852	101	117
1690	1685.69	21.59	3.54	121	6	3189	852	101	117
1691	1686.64	23.79	5.65	119	7	3178	850	101	117
1692	1687.6	22.03	3.47	120	6	3177	844	101	117
1693	1688.55	26.01	5.17	120	7	3187	842	101	117
1694	1689.51	24.51	6.64	119	7	3154	842	101	117
1695	1690.46	22.51	4.24	119	6	3156	852	101	117
1696	1691.42	24.09	7.93	119	7	3458	900	101	117
1697	1692.37	27.23	6.56	119	7	3471	900	101	117
1698	1693.33	26.37	6.8	119	7	3510	900	101	117
1699	1694.28	23.44	4.63	119	7	3513	900	101	119
1700	1695.24	14.43	5.83	121	6	3528	900	101	119
1701	1696.19	15.51	3.21	120	6	3495	900	101	119
1702	1697.15	15.75	7.81	120	7	3413	880	101	121
1703	1698.11	15.52	5.53	120	6	3460	882	101	121
1704	1699.06	11.95	4.87	121	5	3476	885	101	121
1705	1700.02	14.45	5.53	120	6	3400	876	101	121
1706	1700.97	13.03	4.93	120	6	3089	840	101	121
1707	1701.93	14.93	4.37	121	5	3116	830	101	121
1708	1702.88	16.63	5.66	121	5	3005	820	101	121
1709	1703.84	16.15	4.37	121	5	3008	820	101	121
1710	1704.79	15.41	6.38	120	6	3001	820	101	121
1711	1705.75	15.97	5.98	120	6	3013	820	101	121
1712	1706.7	14.64	5.47	108	5	3025	820	101	121
1713	1707.66	24.61	1.56	120	6	3113	838	101	121
1714	1708.61	23.24	4.69	119	7	3103	837	101	121
1715	1709.57	29.8	0.97	118	7	3103	837	101	121
1716	1710.53	27.05	5.26	118	8	3111	837	101	121
1717	1711.48	18.87	2.31	120	6	3140	839	101	121
1718	1712.44	21.75	1.46	119	6	3202	842	101	121
1719	1713.39	25.96	4.85	118	7	3213	841	101	121
1720	1714.35	22.57	3.31	118	7	3213	842	101	121
1721	1715.3	17.96	1.74	119	7	3208	842	101	121
1722	1716.26	22.31	4.72	118	7	3204	842	101	121
1723	1717.21	21.2	4.63	119	7	3204	842	101	121
1724	1718.17	23.24	3.24	119	6	3210	842	101	121
1725	1719.12	24.51	4.62	118	8	3204	842	101	121
1726	1720.08	21.74	3.25	119	7	3205	842	101	121
1727	1721.03	23.63	3.09	118	8	3206	842	101	121
1728	1721.99	22.92	2.73	118	8	3213	842	101	121
1729	1722.94	16.02	2	120	6	3213	842	101	121
1730	1723.9	19.59	2.3	119	6	3220	842	101	121
1731	1724.86	21.15	2.2	120	6	3215	842	101	121
1732	1725.81	20.91	1.8	120	6	3213	842	101	121
1733	1726.77	15.67	1.57	108	5	2892	757	101	121
1734	1727.72	13.36	2.53	121	5	3215	842	101	121
1735	1728.68	15.45	1.67	120	5	3207	842	101	121
1736	1729.63	14.86	1.73	120	6	3209	842	101	121
1737	1730.59	9.66	2.33	96	4	2564	673	101	121
1738	1731.54	10.36	1.1	84	4	2242	589	101	121
1739	1732.5	11.68	1.19	109	6	3197	842	101	121
1740	1733.45	17.63	3	120	6	3166	841	101	121
1741	1734.41	20.79	7.66	120	6	3152	631	103	125
1742	1735.36	22.19	6.48	120	6	3148	841	103	127
1743	1736.32	17.61	4.8	121	6	3152	842	103	127
1744	1737.28	16.22	6.22	120	7	3140	842	103	127
1745	1738.23	17.23	6.59	119	7	3170	841	103	127
1746	1739.19	13.41	3.6	121	6	3217	841	103	127
1747	1740.14	16.15	4.99	120	6	3215	841	103	127
1748	1741.1	13.05	5.47	120	6	3183	738	103	127
1749	1742.05	14.03	1.88	109	6	2825	567	103	127
1750	1743.01	16.18	5.48	127	6	3155	839	103	127
1751	1743.96	15.63	7.51	126	7	3169	840	103	127
1752	1744.92	17.12	4.35	126	6	3167	840	103	127
1753	1745.87	17.78	3.81	126	7	3162	840	103	127
1754	1746.83	15.55	3.27	127	6	3164	840	103	127
1755	1747.78	15.18	7.24	123	5	3166	840	103	127
1756	1748.74	15.9	5.5	123	5	3163	840	103	127
1757	1749.69	15.92	6.11	123	5	3154	840	103	127
1758	1750.65	16.73	8.3	123	6	3150	839	103	127
1759	1751.61	12.77	7.23	122	7	3147	840	103	127
1760	1752.56	47.52	3	123	5	3152	840	103	127
1761	1753.52	56	2.06	111	5	2841	756	103	127
1762	1754.47	55	4.55	84	5	2209	587	103	127
1763	1755.43	65.73	6.14	117	9	3179	840	103	127
1764	1756.38	31.8	2.54	120	7	3197	839	103	127
1765	1757.34	35.08	1.8	120	7	3210	840	103	127
1766	1758.29	56.57	2.22	120	7	3222	839	103	127
1767	1759.25	18	3	35	3	966	252	103	127
1768	1760.2	11.9	5	12	0	613	161	103	127
1769	1761.16	35.6	6.04	83	4	2577	672	103	127
1770	1762.11	20.73	6.64	83	3	2285	594	103	127
1771	1763.07	23.9	12.18	121	6	3261	850	106	126
1772	1764.03	33.21	13.33	120	8	3251	850	106	126
1773	1764.98	28.55	13.89	121	7	3244	850	106	126
1774	1765.94	30.6	14.17	121	7	3242	850	106	126
1775	1766.89	23.52	15.11	121	7	3244	850	106	126
1776	1767.85	21.97	13.43	120	7	3225	850	106	126
1777	1768.8	30.55	11.62	120	7	3245	854	106	126
1778	1769.76	40.45	15.38	120	6	3251	857	106	126
1779	1770.71	26.1	12.46	119	7	3249	857	106	126
1780	1771.67	40.59	10.95	107	6	2891	761	106	126
1781	1772.62	69.56	14.55	106	6	2858	753	106	126
1782	1773.58	36.89	15.72	118	7	3180	837	106	126
1783	1774.53	62.06	15.25	117	9	3181	837	106	126
1784	1775.49	59.29	15.09	116	8	3175	837	106	126
1785	1776.44	16.52	14.99	120	6	3188	837	106	126
1786	1777.4	34.46	15.14	119	6	3192	837	106	126
1787	1778.36	26.55	15.5	118	8	3192	837	106	126
1788	1779.31	37.17	12.35	118	7	3195	837	106	126
1789	1780.27	28.8	14.92	118	8	3192	837	106	126
1790	1781.22	55.01	13.6	115	9	3195	837	106	126
1791	1782.18	78.03	12.65	117	8	3197	837	106	126
1792	1783.13	104.9	14.92	117	8	3199	837	106	126
1793	1784.09	116.52	18.72	113	11	3190	837	106	126
1794	1785.04	86	19.78	113	10	3185	837	106	126
1795	1786	54.46	16.14	117	8	3180	837	106	126
1796	1786.95	68.76	17.53	116	9	3174	837	106	126
1797	1787.91	109.14	19.97	112	11	3175	837	106	126
1798	1788.86	95.65	15.97	120	9	2387	837	106	126
1799	1789.82	53.04	15.97	119	9	3244	837	106	126
1800	1790.78	53.04	12.46	107	9	3242	837	106	126
1801	1791.73	37.49	10.95	106	9	3244	837	106	126
1802	1792.69	57.75	14.55	118	9	3225	837	106	126
1803	1793.64	92.32	15.72	117	9	3245	837	106	126
1804	1794.6	52.69	15.25	116	9	3251	837	106	126
1805	1795.55	62.43	15.09	120	9	3249	837	106	126
1806	1796.51	52.41	14.99	119	9	2891	837	106	126
1807	1797.46	35.99	15.14	118	9	2858	837	106	126
1808	1798.42	39.42	15.5	118	9	3180	837	106	126
1809	1799.37	55.23	12.35	118	9	3180	837	106	126
1810	1800.33	26.79	14.92	115	9	3180	837	106	126
1811	1801.28	26.79	13.6	110	9	3180	837	106	126
1812	1802.24	26.79	12.65	110	9	3180	837	106	126
1813	1803.19	26.79	14.92	117	9	2087	525	106	126
1814	1804.15	52	5.86	117	8	3380	853	106	126
1815	1805.11	55	5.57	116	9	3327	840	106	126
1816	1806.06	42	5.87	117	9	3328	840	106	126
1817	1807.02	44	8.65	90	10	2664	672	106	126
1818	1807.97	50	7.38	111	12	3334	840	106	126
1819	1808.93	48	6.8	115	10	3325	840	106	126
1820	1809.88	47.2	8.3	111	12	3330	840	106	126
1821	1810.84	31.88	3.06	95	5	2654	672	106	126
1822	1811.79	33.1	4.12	110	4	2981	755	106	126
1823	1812.75	32	4.97	120	6	3304	839	106	126
1824	1813.7	48.9	5.05	117	9	3307	839	106	126
1825	1814.66	47.6	5.99	119	8	3310	840	106	126
1826	1815.61	53.04	4.39	117	9	3312	839	106	126
1827	1816.57	37.49	3.05	118	8	3310	840	106	126
1828	1818.37	57.75	2.76	121	6	3315	838	106	126
1829	1827.08	92.32	0.9	122	6	3320	823	106	126
1830	1828.07	52.69	1.5	122	6	3320	841	106	126
1831	1829.07	62.43	1.5	122	6	3320	841	106	126
1832	1830.06	52.41	1.2	122	6	3320	840	106	126
1833	1831.05	35.99	2	122	6	3320	841	106	126
1834	1832.05	39.42	2	122	6	3320	841	106	126
1835	1833.04	55.23	2.1	122	6	3320	841	106	126
1836	1834.03	26.79	2.3	122	6	3320	841	106	126
1837	1835.03	27.2	2.3	122	6	3320	841	106	126
1838	1836.02	25.22	2.4	122	6	3320	841	106	126
1839	1837.01	21.26	2.2	122	6	3320	841	106	126
1840	1838	18.72	2.2	122	6	3320	841	106	126
1841	1839	17.68	2.3	122	6	3320	840	106	126
1842	1839.99	43.94	2.3	122	6	3320	841	106	126
1843	1840.98	43.94	2.5	122	6	3320	841	106	126
1844	1841.98	43.94	3	122	6	3320	841	106	126
1845	1842.97	63.13	3	122	6	3320	840	106	126
1846	1843.96	35.75	3.2	122	6	3320	841	106	126
1847	1844.96	53.02	3.2	122	6	3320	841	106	126
1848	1845.95	47.34	3.3	122	6	3320	842	106	126
1849	1846.94	57.83	2.8	122	6	3320	842	106	126
1850	1847.94	40.72	2.7	122	6	3320	842	106	126
1851	1847.95	74.96	1	122	6	3320	842	106	126
1852	1847.99	63.43	1	122	6	3320	842	106	126
1853	1848.56	87.22	1	122	6	3320	842	106	126
1854	1849.54	63.47	1	122	6	3320	847	106	126
1855	1850.51	13.4	1	122	6	3320	860	106	126
1856	1851.49	28.34	1.2	122	6	3320	856	106	126
1857	1852.46	35.06	1.5	122	6	3320	840	106	126
1858	1853.44	22.23	1	122	6	3320	840	106	126
1859	1854.41	62.81	1	122	6	3320	840	106	126
1860	1855.39	40.65	1.1	122	6	3320	840	106	126
1861	1856.36	33.73	1	122	6	3320	840	106	126
1862	1857.34	44.03	1	122	6	3320	840	106	126
1863	1858.31	29.87	2.5	48	2	1328	336	106	126
1864	1859.29	14.37	1	122	6	3320	840	106	126
1865	1860.26	9.41	1	122	6	3320	840	106	126
1866	1861.23	15.31	1	122	6	3320	840	106	126
1867	1862.21	15.34	1	122	6	3320	840	106	126
1868	1863.18	13.66	1	122	6	3320	840	106	126
1869	1864.16	15.38	1	122	6	3320	840	106	126
1870	1865.13	33.41	1.1	109	5	2988	756	106	126
1871	1866.11	27.24	1.5	122	6	3320	840	106	126
1872	1867.08	15.21	1.4	109	5	2988	756	106	126
1873	1868.06	48.15	1	97	4	2656	672	106	126
1874	1869.03	42.48	1.8	97	4	2656	672	106	126
1875	1869.98	40.57	1.2	97	4	2656	672	106	126
1876	1870.89	15.33	1.5	85	4	2324	588	106	126
1877	1871.81	38.02	1.4	109	5	2988	756	106	126
1878	1872.73	43.37	1.8	109	5	2988	630	106	126
1879	1873.65	98.76	1.5	97	4	2656	421	106	126
1880	1874.57	78.44	1.4	109	5	2988	762	106	126
1881	1875.49	99.93	2	109	5	2988	759	106	126
1882	1876.41	77.92	2.1	109	5	2988	756	106	126
1883	1877.33	60.4	2.3	122	6	3320	843	106	126
1884	1878.8	32.21	1	122	6	3320	848	106	126
1885	1878.95	55.86	5	70	5	3421	840	106	132
1886	1879.85	82.09	5.2	109	5	3338	843	106	132
1887	1880.75	11.5	5.2	49	2	1320	336	106	132
1888	1881.65	105.27	3.57	125	5	3241	837	106	132
1889	1882.55	61.55	6.07	124	7	3222	837	106	132
1890	1883.45	35.27	8.85	124	7	3200	837	106	132
1891	1884.34	32.6	5.8	123	7	3202	837	106	132
1892	1885.24	95.93	7.35	122	10	3204	837	106	132
1893	1886.14	30.54	5.65	128	7	3197	837	106	132
1894	1887.04	41.82	6.2	128	7	3190	837	106	132
1895	1887.94	7.71	6.59	133	7	3184	837	106	132
1896	1888.84	10.39	6.18	138	6	3193	837	106	132
1897	1889.74	14.43	6.21	125	5	3241	841	106	132
1898	1890.64	32.33	14.57	142	6	3100	857	106	132
1899	1891.53	67.29	18.52	142	7	3088	857	106	132
1900	1892.43	118.12	17.04	141	8	3110	857	106	132
1901	1893.33	19.58	15.67	140	8	3098	857	106	132
1902	1894.23	82.83	14.43	140	8	3075	857	106	132
1903	1895.13	88.42	17.07	140	9	3074	857	106	132
1904	1896.03	53.82	15.03	125	8	2771	771	106	132
1905	1896.93	105.56	16.65	138	10	3089	857	106	132
1906	1897.83	52.26	15.09	140	8	3100	857	106	132
1907	1898.72	54.55	15.29	139	9	3095	857	106	132
1908	1899.62	74.93	16.23	137	10	3078	857	106	132
1909	1900.52	48.18	16.38	134	12	3073	857	106	132
1910	1901.42	99.74	15.9	139	10	3077	857	106	132
1911	1902.32	68.23	16.14	140	8	3062	857	106	132
1912	1903.22	67.65	14.39	125	8	2761	771	106	132
1913	1904.12	41.78	14.18	139	9	3084	857	106	132
1914	1905.02	26.58	13.7	140	8	3080	857	106	132
1915	1905.92	23.1	14.54	140	8	3064	857	106	132
1916	1903.54	31.71	14.02	139	9	3073	857	109	138
1917	1904.31	30.36	15.98	140	8	3080	857	109	138
1918	1905.09	16.97	12.56	138	9	3075	857	109	138
1919	1905.87	21.22	13.39	139	10	3071	857	109	138
1920	1906.65	31.57	12.86	137	9	3087	857	109	138
1921	1907.42	48.73	15.07	121	10	2795	771	109	138
1922	1908.2	30.48	16.85	134	14	3113	857	109	138
1923	1908.98	17.85	16.03	136	11	3124	857	109	138
1924	1909.76	29.96	11.92	137	11	3127	857	109	138
1925	1910.53	58.19	15.89	143	10	3109	857	109	138
1926	1911.31	48.17	20.93	129	9	2853	771	109	138
1927	1912.09	6.06	10.82	129	9	2853	771	109	138
1928	1912.87	4.14	9.05	129	9	2853	771	109	138
1929	1913.64	38.42	26.35	83	5	1768	504	109	138
1930	1914.42	24.8	12.63	139	8	2966	838	109	138
1931	1915.2	42.44	11.86	140	7	2979	839	112	140
1932	1915.98	62.45	11.62	140	7	2976	839	112	140
1933	1916.75	38.74	10.31	139	8	2984	840	112	140
1934	1917.53	49.63	11.89	140	7	2983	840	112	140
1935	1918.31	50.38	8.26	141	7	3000	839	112	140
1936	1919.09	57.73	12.02	139	8	3007	840	112	140
1937	1919.86	48.27	11.85	140	8	3010	839	112	140
1938	1920.64	27.74	12.48	141	7	3030	839	112	140
1939	1921.42	26.43	12.56	141	7	3046	839	112	140
1940	1922.2	9.96	2.42	147	6	2779	800	112	140
1941	1922.98	17.5	2.36	143	7	2834	800	112	140
1942	1923.76	13.53	7.03	143	8	2852	800	112	140
1943	1924.54	9.34	2.85	128	7	2556	720	112	140
1944	1925.32	5.62	2.35	143	7	2836	800	112	140
1945	1926.1	5.6	3.65	151	7	2818	800	112	140
1946	1926.88	17.86	8.62	156	7	2784	800	112	140
1947	1927.66	17.98	8.75	157	7	2791	800	112	140
1948	1928.44	11.29	8.85	157	7	2809	800	112	140
1949	1929.22	15.89	7.76	157	7	2793	800	112	140
1950	1930	13.49	7.68	157	6	2778	800	112	140
1951	1930.78	14.23	7.82	157	6	2778	800	112	140
1952	1931.56	13.87	7.94	157	6	2778	800	112	140
1953	1940.12	63.13	2.57	154	6	2753	799	113	142
1954	1941.02	48.38	2.57	152	8	2756	800	113	142
1955	1941.92	135.6	2.3	154	6	2759	800	113	143
1956	1942.82	105.63	3.65	138	6	2479	719	113	143
1957	1943.72	79.77	2.98	158	7	2827	801	113	143
1958	1944.62	98.7	4.02	159	7	2848	802	113	144
1959	1945.52	31.5	2.38	156	2	2893	803	113	144
1960	1946.42	42.6	2.36	150	2	2695	803	113	145
1961	1947.32	46.8	6.42	127	6	2289	641	113	145
1962	1947.42	137.78	3.42	127	6	2291	641	113	145
1963	1948.2	116.4	6.06	159	8	2875	801	113	145
1964	1948.98	83.43	9.56	159	8	2833	796	113	145
1965	1949.76	92.87	6.91	143	7	2543	716	113	145
1966	1950.54	76.17	5.3	127	6	2248	636	113	145
1967	1951.32	76.99	6.32	157	9	2804	795	113	146
1968	1952.1	36.39	4.36	158	8	2798	795	113	146
1969	1952.88	40.85	5.36	158	9	2802	795	113	146
1970	1953.66	44.55	6.32	157	6	2801	795	113	146
1971	1954.44	44.64	4.56	158	9	2795	795	113	146
1972	1955.22	48.21	4.36	157	9	2784	795	113	146
1973	1956	115.43	5.23	157	9	2774	795	113	146
